Name der Klinik,Textuelle Bewertung,Sternebewertung,Datum der Bewertung,Likes
AMEOS Klinikum Hildesheim,"Am liebsten würde ich 0 Sterne geben, aber das geht ja leider nicht. Es wird Zeit das diese Einrichtung geschlossen wird. Es werden Facharztbesuche die zur abklärung des Krankheitsbildes dienen verweigert. Auf der geschlossenen Station liegen scharfe Gegenstände frei rum, Patienten laufen nackt rum, es wird überall geraucht. Es herrschen dort Zustände das einem als Angehöriger zum die Galle überläuft. Die einzige Therapie die die Ärzte dort kennen sind Tabletten und noch mehr Tabletten. Das Pflegepersonal geht nicht einen millimeter auf die Patienten ein, meistens sind die Räumlichkeiten des Personals zu und auf klofpen wird nicht reagiert. Ich kann nur jedem raten der psychische Probleme hat, meidet diese Klinik. Sucht euch hilfe in einer anderen Einrichtung, im Ameos Hildesheim bekommt ihr sie definitiv NICHT",1,vor 4 Jahren,No Like
AMEOS Klinikum Hildesheim,"Ein wink an die pfleger: wenn du menschen in seelischer not einsperrst und denkst du könntest die verantwortung dafür woanders hin schieben, lässt du die eigenen handlungsmöglichkeiten außer acht.**Da scheint es mir konsequent, dass deine arbeit fordernd wird, wenn du menschenrechte verletzt.****Ich denke hier ist ein guter ort um mitmenschen verschwinden zu lassen, die beim allgemeinen konsumfetisch von industrieprodukten stören.****Wenn die leute die hier arbeiten mal selbst im altenheim landen, 'dürfen' sie gern mal die verabreichten pillen kosten, denn wie man es in den wald hineinruft...",1,vor 5 Jahren,No Like
AMEOS Klinikum Hildesheim,ich fande es da gut ich war das selbst hab mich wohlgefült blos ich durfte nur 2x in der WOCHE mit mom und dad telefohnieren das war blööööd!^^,3,vor 8 Jahren,No Like
AMEOS Klinikum Hildesheim,Ich würde am liebsten 0 sterne geben,1,vor 2 Jahren,No Like
AMEOS Klinikum Hildesheim,Meine Erfahrung war gut,5,vor 3 Jahren,No Like
AMEOS Klinikum Hildesheim,Mein Sohn ist dort und ist sehr gut,5,vor 6 Jahren,No Like
AMEOS Klinikum Hildesheim,Schlimmstes Klinikum in Deutschland,1,vor 9 Monaten,No Like
AMEOS Klinikum Hildesheim,Unzumutbare Zustände,1,vor 2 Jahren,No Like
AMEOS Klinikum Hildesheim,(Übersetzt von Google) Grusel****(Original)**Horror,1,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,2,vor 4 Jahren,No Like
AMEOS Klinikum Hildesheim,,5,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,1,vor 6 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor 5 Monaten,No Like
AMEOS Klinikum Hildesheim,,5,vor 4 Jahren,No Like
AMEOS Klinikum Hildesheim,,5,vor 3 Jahren,No Like
AMEOS Klinikum Hildesheim,,1,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,5,vor 8 Monaten,No Like
AMEOS Klinikum Hildesheim,,5,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,1,vor 3 Monaten,No Like
AMEOS Klinikum Hildesheim,,4,vor 8 Monaten,No Like
AMEOS Klinikum Hildesheim,,4,vor 4 Jahren,No Like
AMEOS Klinikum Hildesheim,,1,vor 8 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor 9 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor 10 Monaten,No Like
AMEOS Klinikum Hildesheim,,3,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,1,vor 9 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor 5 Jahren,No Like
AMEOS Klinikum Hildesheim,,1,vor 8 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,1,vor 2 Monaten,No Like
AMEOS Klinikum Hildesheim,,1,vor einem Jahr,No Like
AMEOS Klinikum Hildesheim,,5,vor 2 Monaten,No Like
Helios Kliniken Mittelweser,"Ich wünsche mir, dass niemand als Notfall hierher kommt! unfreundliches Personal, die beiden Arbeiter, die mich in ein anderes Krankenhaus bringen sollten, vergaßen mich dort, niemand kam, um mich zu überprüfen, ob es mir gut geht oder ob ich Wasser brauche. Nach 2 Stunden, in denen ich die Nähte bekam, war sogar der Arzt überrascht, dass ich immer noch da war und wartete ....viel los war auch nicht in der Nacht. Wenn ich könnte, würde ich 0 für ihre Kompetenz bewerten.",1,vor einem Monat,3
Helios Kliniken Mittelweser,"Ich dürfte eine Woche lang die Gastfreundschaft des KH in Anspruch nehmen. Vielen Dank an alle Ärzte und Personal (vor allem die Station 3), welche sich um mich gekümmert hatten. 💪🏻",5,vor 7 Monaten,2
Helios Kliniken Mittelweser,"2x musste mein Mann in kurzer Zeit die Hilfe in Anspruch nehmen.  Kompetenz und Freundlichkeit von Intensivversorgung bis zu div. Stationen. Wir würden jederzeit wieder den Weg von Syke auf uns nehmen.**Einziges Manko, als ich meinen Mann abholen wollte, (eine Stunde Wartezeit) wurde mir an der Rezeption die Benutzung des WC verweigert,  mit der Begründung, es sei keine öffentliche Toilette.  (50 km Rückfahrt).**Das geht gar nicht, ich war schließlich nicht in einem Supermarkt  !",4,vor einem Monat,1
Helios Kliniken Mittelweser,"Arzt setzt einen unter Druck, anstatt einem zu helfen.**Aussage ist: ich könnte, aber ich will nicht!**Vom Arzt zu Patient. Da fühlt man sich sofort gut aufgehoben...",1,vor einem Monat,2
Helios Kliniken Mittelweser,Ich hatte einen ambulanten Termin zum Bauch CT. Die Terminvergabe und die Wartezeit vor Ort waren angemessen. Allen Mitarbeitern und Ärzten den ich begegnet bin waren nett und hilfsbereit. Die Aufnahmen wurden hinterher verständlich besprochen.**Der Bericht an den Hausarzt erfolgte auch innerhalb von wenigen Tagen.,5,vor 2 Monaten,1
Helios Kliniken Mittelweser,"Mein Vater ist letzte Woche im Krankenhaus verstorben. Die Fachlichkeit kann ich nicht beurteilen- wir haben zur gut verlaufenen Operation (auch auf Nachfrage) keine Rückmeldung bekommen.**Aufgrund einer Lungenentzündung ist er schließlich auf die Intensivstation gekommen. Der Informationsfluss war während des gesamten Krankenhausaufenthalts schlecht- wir wurden immer nur auf Nachfrage informiert, auch als sich sein Zustand drastisch verschlechterte.**Auf Nachfrage durften wir ins Krankenhaus kommen und uns einzeln von ihm verabschieden und meiner Mutter wurde gesagt, dass sie seine letzten Minuten noch begleiten darf (nach Abschalten der Maschinen rechneten sie damit, dass er nur noch wenige Minuten lebt). Als wir alle die Station verlassen hatten, saßen wir eine Stunde vor der Station, bis wir auf eine Schwester zugegangen sind, um zu fragen, wie es weitergeht. Daraufhin wurden wir von einem Pfleger mit dem Trost nach Hause geschickt, dass er uns nicht mehr bemerken würde und sie sich melden,  wenn er verstirbt. Als wir zu Hause waren, saßen wir vor dem Telefon und es vergingen wieder zwei Stunden, in denen wir schon fast an ein Wunder geglaubt hatten. Schließlich haben wir doch selbst zum Telefon gegriffen, um zu erfahren, dass er wenige Minuten, nachdem wir die Station verlassen hatten, verstorben war. Ein Notfall hätte verhindert, dass sie uns Bescheid geben konnten. Ich habe immer noch damit zu kämpfen, wie wenig ein Menschenleben auf einmal wert ist. Corona hin oder her, aber diese wenigen Minuten hätte man meiner Mutter gönnen können, nachdem sie mehr als 50 Jahre an der Seite ihres Mannes gestanden hat. Mit einem guten Gefühl kann ich das Krankenhaus nicht weiterempfehlen, aber wenn man den Notruf wählt, kann man sich das Krankenhaus ja leider nicht aussuchen.",1,vor 2 Monaten,9
Helios Kliniken Mittelweser,"Manche Mitarbeiterin sind echt sehr unfreundlich vorallem die eine Schwester am Rondell ich weiß ihre Name nicht . Die ist auf jeden war nicht im Krankenhaus um Menschen zu helfen die ihre Hilfe brauchen ,sondern sie ist da um Menschen zu ärgern die hilft einfach keinen Mensch weiter.Ich glaube jeder kennt diese Schwester am Rondell mit blonden .",1,vor einem Monat,1
Helios Kliniken Mittelweser,"Mache gerne eine Bewertung. Denn ich hatte wieder eine Allergie. Musste in Notaufnahme länger bleiben. Dort Medikamente bekommen, Arzt hat sich gekümmert, Schwester häufig gefragt ob es mir gut geht. Nur Liege war ungemütlich.",4,vor 3 Monaten,2
Helios Kliniken Mittelweser,"Die Ärzte sind top und bei den Schwestern muss man Glück haben. Die Katastrophe in diesem Krankenhaus sind die Wartezeiten. Einfach nur furchtbar, dass man in Deutschland so lange warten muss und ich meine lange ( 7 Stunden ). In dieser Zeit könnte ich ein Ticket nehmen und in eine andere Stadt mit einem anderes Krankenhaus fliegen und auch bestimmt schneller behandelt werden als in diesem... Lieber fahre ich Umwege in andere Städte als nochmal in dieses Krankenhaus zu gehen.**NIE WIEDER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,vor 2 Wochen,1
Helios Kliniken Mittelweser,"Zu erst eine Sterne ist sehr zu viel für euch**Sehr schlechtes Service  unfreundliche Mitarbeiter/in**ich empfehle Nienburger Krankenhaus nicht , ich weiss nicht warum chefs Krankenhaus überprüft das nicht  meine Meinung der sollte alles Mitarbeiterin in kranken haus wechseln",1,vor einem Monat,1
Helios Kliniken Mittelweser,"Ich habe im April 21 mein 2. Kind dort entbunden.**Trotz einer wirklich schwierigen Geburt, die schließlich in einer Sectio geendet ist habe ich die Geburt positiv in Erinnerung. Ich wurde sehr gut betreut, meine Wünsche wurden akzeptiert und ausnahmslos umgesetzt. Ich wurde stets ausführlich aufgeklärt, es wurde nichts beschönigt oder ausgelassen, trotzdem wurde mir auch keine Angst gemacht.**Als sich abzeichnete, dass wir länger bleiben müssen, konnte mein Mann, obwohl eigentlich nicht vorgesehen, noch unkompliziert mit ins Familienzimmer einziehen.**Obwohl die Sectio schnell erfolgen musste wurde mir der Wunsch nach einer Kaisergeburt erfüllt. Ein einmaliges Erlebnis, mit meiner vorherigen Sectio nicht zu vergleichen. Ich möchte es jeder Mama ans Herz legen, die eine Sectio bekommt.**Trotz Corona durfte mein Mann die gesamte Zeit dabei sein.**Auch auf der Station wurden wir bestens betreut. Kinder möchte ich nur noch hier bekommen. Danke danke danke danke!!!",5,vor einem Monat,3
Helios Kliniken Mittelweser,Unmögliches Verhalten bestimmter Ärzte und anderer Mitarbeiter,1,vor einem Monat,1
Helios Kliniken Mittelweser,"Habe hier mein 2. Kind zur Welt gebracht und war rundum zufrieden. Sowohl im Kreissaal als auch anschließend auf Station war das Personal freundlich und zuverlässig. Man hört immer wieder auch schlechtes von dieser Klinik, was ich aus meiner persönlichen Erfahrung jedoch nicht bestätigen kann.",5,vor 7 Monaten,5
Helios Kliniken Mittelweser,"Ich wurde auf Grund eines MS schubes eingeliefert.  Von der Notaufnahme bis hin zur Station 2 die Neurologie wurde man freundlich und aufmerksam versorgt.  MRT wurden zeitnah und gründlich untersucht,die Vistite mit dem Oberarzt war aufschlussreich und sachlich. Es wurde zugehört und keine Hektik verursacht. Auch das Pflegepersonal war super freundlich und einfühlsam",5,vor 2 Monaten,1
Helios Kliniken Mittelweser,"Also ich hab im Novemner letzten Jahres dort meine Tochter zur Welt gebracht und kann nur gutes berichten! Wir sind extra eine Stunde gefahren um dort zu entbinden, weil die Bedingungen in der aktuellen Situation für uns passend waren. Mein Mann durfte mich während der Geburt begleiten und wurde mit stationär aufgenommen.****Die Hebammen waren super spitzen mäßig und ich war wirklich beeindruckt davon, wie viel Zeit sie sich für mich genommen haben und wie viele Möglichkeiten sie mir angeboten haben, von Baden, duschen, über Massagen mit Massageöl usw.****Die Hebamme die meine Tochter zur Welt bringen durfte war der Wahnsinn, also nochmal ein richtig dickes Danke an Maria ❤️ Du bist der Wahnsinn, strahlst so eine Ruhe aus und bist mir bzw. uns nicht mehr von der Seite gewichen.****Allgemein ist der Kreißsaal gemütlich und einladet (so wie es halt im Krankenhaus möglich ist).****Die Wöchnerin Station ist auch super, das Personal sehr fürsorglich und „liebevoll“(so liebevoll wie man halt im Klinik Alltag sein kann)****Auch die Stationsärzte haben einen super Job gemacht.****Rundum positiver Aufenthalt gewesen und ich würde immer wieder herkommen!****Einziges Manko ist das Essen gewesen, aber man darf auch nicht vergessen es ist ein Krankenhaus 😂",5,vor 4 Monaten,2
Helios Kliniken Mittelweser,"Wir haben letztes Jahr unseren Sohn dort zur Welt gebracht. Ärzte und Schwestern auf der Station waren super freundlich. Die Hebammen waren einfühlsam und so, wie man sich eine selbstbestimmte Geburt vorstellt. Die Räumlichkeiten im Kreißsaal sind sehr gemütlich und man hat nicht dieses ""Krankenhausfeeling"". Falls wir nochmal entbinden, dann definitiv in Nienburg.",5,vor 3 Monaten,5
Helios Kliniken Mittelweser,"Ich verstehe, dass wegen Covid-19 nur ein Patient nach dem anderen die Notaufnahme betreten darf. Ich kann Nicht verstehen, warum Notpatienten auf dem Asphalt vor der Tür sitzen müssen. ""Wir dürfen die Stühle nicht rausstellen."" Ist auch verständlich. Nicht aber, dass dort offensichtlich nicht nachgebessert wird. Hier standen heute 7 Leute vor der Tür, zwei davon mit Beinverletzungen und lehnten sich an oder lagen auf dem Asphalt. Das MUSS anders gehen in einer Notaufnahme.",2,vor 9 Monaten,3
Helios Kliniken Mittelweser,Die besten Ärzte Dr .Schoeps Dr.Bardakan Frau Dr Ruhr Schwester Sina und Ulrike und Vienetta einfach Top !Dr Richter Arrogant un herab lasend .Aber wie so oft ist man selbst freundlich ist es auch dein Gegenüber.,5,vor 3 Monaten,4
Helios Kliniken Mittelweser,"Unmöglich das man mit Kind als Notfall (Beinbruch) abgewiesen wird , man kann keine Diagnosen für Kinder dort erstellen. Geschweige den das man Ärzte dort antrifft die eine zusätzliche ärztliche Zulassung haben für Kinder- und Jugendmedizin.**Desweiteren kann das allgemeine Personal mal der Freundlichkeit und ärztlichen Qualifikation arbeiten.**Das die zur Helios Kette gehören drückt deren eigentlich guten Ruf. Selbst 1 Stern ist zu viel!  Leider!",1,vor 10 Monaten,2
Helios Kliniken Mittelweser,"2018 im Juni wurde ich nach einem Reitunfall dort eingeliefert. Ich durfte mir aussuchen ob ich nach Sulingen oder nach Nienburg gebracht werde. Meine Wahl fiel auf Nienburg, da ich wusste das dieses Haus etwas größer ist als das in Sulingen. Meine Entscheidung habe ich nicht bereut. Ich lag 4 Tage auf der IMC zur Überwachung da ich eine Thoraxdrainage hatte. Anschließend eine Nacht auf der Normalstation Station 2. Ich habe mich eigentlich zu jeder  Zeit gut behandelt gefühlt. Ebenso fand ich auch die Behandlung in der Notaufnahme super. Auf meinen Wunsch habe ich direkt eine Sedierung bekommen, bevor mir eine Thoraxdrainage gelegt wurde. Ebenso freundlich fand ich jeden Bettentransporteur, der mich zu den jeweiligen Untersuchungen befördert hat. Außerdem geht auch ein Lob an die Röntgenabteilung und die dazugehörigen Mitarbeiter raus. Auf meine Unbeweglichkeit aufgrund meines Krankheitsbildes wurde in jeder Situation Rücksicht genommen.****Jeden Morgen pünktlich zwischen 7-8 Uhr kam der Chefarzt höchst persönlich mit seinen Assistenzärzten zur Visite. Klar ging diese Zack Zack aber meine Fragen wurden beantwortet, davon hatte ich auch nicht viele. Alle Schwestern und Pfleger auf der IMC, die mich betreut haben, waren freundlich und unglaublich zuvorkommend AUßER eine gute Dame. Diese hat eine Nacht meine Schmerzen absolut nicht ernst genommen, gemeint ich hätte schon alle Schmerzmittel bei Bedarf aufgebraucht und hat auch nach mehrfachen Aufforderungen den zuständigen Arzt nicht gerufen. Es hieß ""Der Arzt weiß Bescheid, er kommt sobald er kann"". Daraufhin gab sie mir eine Tavor. Ich war echt am überlegen diese zu nehmen und habe an mir selbst gezweifelt, ob ich nicht wirklich von den ganzen Schmerzmitteln durchdrehe. Ich habe sie NICHT genommen. Ich habe mich diese Nacht wirklich so so gequält - über 8 Stunden!!! Irgendwann kam morgens ein Assistenzarzt um nach meiner Drainage zu schauen, welchem ich direkt meine Beschwerden erzählt habe. Meine Drainage hatte sich in meiner Lunge festgesogen und das bereitet natürlich höllische Schmerzen. Der Assistenzarzt und auch später der Chefarzt selber haben sich dafür entschuldigt, dass ich diese Schmerzen so lange aushalten musste. Die Schwester kam nächsten Abend wieder zum Nachtdienst und fragte bei der Übergabe am Bett die Kollegin aus dem Spätdienst, wie es mir denn nun geht und ob die Tavor geholfen hätte. Ich lag wohlbemerkt daneben und war sehr wohl Herr meiner Sinne.****P.S Nachdem der Arzt meine Drainage neu fixiert hat, waren die Schmerzen SOFORT weg!!! Das heißt, in der Nacht hätte wirklich nur kurz ein Arzt kommen und etwas an der Drainage ziehen müssen.****Für manche ist dies ein unmögliches Verhalten, für mich natürlich auch. Ich bin aber selbst gelernte Krankenschwester und versuche einfach etwas Empathie zu zeigen. Außerdem war das ein Vorfall mit einer direkten Person und nicht direkt bezogen auf die Klinik, weshalb ich finde, dass ich die Klinik deshalb nicht schlecht bewerten darf.****Im großen und ganzen kann ich während meines Aufenthaltes nichts negatives sagen, deshalb auch die volle Anzahl der Sterne.",5,vor 3 Monaten,1
Helios Kliniken Mittelweser,"Aufgrund einer sehr unfreundlichen Mitarbeiterin in der Anmeldung in der Notaufnahme, bekommt die Helios Klinik nur zwei Sterne von mir. Mit der dortigen Behandlung (Prellung des Knies usw.) war ich zufrieden, werde aber das nächste mal in ein anderes Krankenhaus gehen, wo man sich besser aufgehoben fühlt.",2,vor 7 Monaten,1
Helios Kliniken Mittelweser,"Vor ca. einem Jahr hatte ich einen Autounfall. Ich musste über 7 Stunden auf eine Behandlung warten. Diese Erfahrung war sehr negativ für mich. Gestern musste meine Tochter aufgrund eines Sturzes behandelt werden. Mit einem sehr schlechten Bauchgefühl fuhr ich nun erneut ins Krankenhaus Nienburg.**Aber siehe da: Eine leere (und vor allem scheinbar frisch gebaute) Notaufnahme. Kein widerlicher, mit flecken besetzter, Teppich mehr. Alles modern und relativ schön. Vom ankommen bis zum entlassen werden verging gerade einmal eine Stunde. Ich war sehr froh, nicht erneut dort zahlreiche Stunden dort verbringen zu müssen. Die Schwestern und auch der behandelnde Arzt waren sehr freundlich und Kinderlieb. Niemand war in Eile und man nahm sich für uns Zeit.**Macht weiter so!",5,vor 8 Monaten,2
Helios Kliniken Mittelweser,"Ich war am Freitag ins kh eingeliefert worden vom Rettungsdienst nbg. Die auch alle nett und freundlich waren :) die station 2 im kh ist die beste Station die es gibt :) es sind alle nett, freundlich, hilfsbereit, und haben humor. Gehen auf fragen ein hören zu und helfen sofort. Für das Personal im Morgen dienst, mittags, und abends, und nacht dienst gebe ich anstatt 5 *10***sterne.ich kann mich nicht beschweren!!! Im mrt und ct war der arzt auch freundlich mit viel Humor. Das gefällt mir sehr gut. Auch 10***in dieser schwierigen Situation leisten die sehr viel. Respekt",5,vor 4 Monaten,6
Helios Kliniken Mittelweser,"Bitte bekommt hier keine Kinder!!!.**Bei der ersten Gelegenheit wurde das Baby nach Neustadt gebracht und obwohl es uns anders versprochen wurde, wurde meine Frau nicht mit verlegt. Bonding und Mitgefühl der Ärzte gleich NULL. Ich möchte nicht, dass andere Mamas das gleiche erleben müssen wie wir.",1,vor 9 Monaten,3
Helios Kliniken Mittelweser,"Super unfreundliches Personal am Eingang (zumindest heute am 25.6. am Abend). Sowohl in der Notaufnahme, als auch beim Haupteingang. Unterhalten sich lieber, als zügig ans Telefon zu gehen. Schicken eine ältere Dame für die Notaufnahme mit ihrer Begleiterin  wieder raus und sagen noch ""wenn es nicht geht, nehmen sie das Auto."" Da könnte man ja wohl einen Rollstuhl anbieten.****Die Ärzte und die Krankenschwestern sind top. Hilfsbereit und leisten tolle Arbeit.",3,vor 11 Monaten,3
Helios Kliniken Mittelweser,Herr Dr. Boehner ist eine Katastrophe,1,vor einem Monat,2
Helios Kliniken Mittelweser,"Im Oktober 2020 unterzog sich meine Frau einer Operation hier in der Klinik (Abt Gynäkologie)**An und für sich eine Routineoperation, welche sich aber im Laufe des Eingriffs als regelrecht knifflig, resp anspruchsvoll herausstellte. Chefarzt Dr Uhlig operierte nicht nur fachkundig sondern auch sehr ambitioniert. Auf ihre Wünsche nach Möglichkeit auf einen Bauchschnitt zu verzichten, nahm er Rücksicht obwohl dies den Eingriff für ihn nicht leichter machte. Ein dickes Lob und Dankeschön hierfür.**Die erste Nachbesprechung nach der OP ging im Rausch der Schmerzmittel unter, sodaß ein weiteres Gespräch vonnöten war. Diese erfolgte ohne das meine Frau darum bitten musste. Die Erläuterungen waren allgemein verständlich und ausführlich. Schön wenn Mediziner sich Zeit nehmen (können).****Ein extra dickes Lob für das gesamte Pflegepersonal der Abteilung. Meine Frau fühlte sich rundherum gepflegt und fachlich kompetent umsorgt. Bei Bedarf war immer eine Fachkraft zur Stelle. Nicht nur die fachliche Betreuung sondern auch die menschliche Nähe und Fürsorge trugen wesentlich zu ihrem Genesungsprozess bei.**Medizinisch indiziert würde sie sich hier jederzeit wieder operieren lassen.",5,vor 7 Monaten,1
Helios Kliniken Mittelweser,"Kommunizieren, Kommunikationsformen,  Kommunikation Konflikte,  Weitergabe deffizient!!! Auskunft über Untersuchungen unzureichend!!! Hygiene Standard Überwachung Unzureichend!!! Entlassen worden und Kanüle noch im Arm!!! Zuhause selbst entfernt!!! So was hab ich noch nie erlebt ausser hier in Nienburg Traurig aber Wahr!!!!!",2,vor 6 Monaten,1
Helios Kliniken Mittelweser,"Im Oktober 2020 unterzog ich mich einer Operation hier in der Klinik (Abt Gynäkologie)**An und für sich eine Routineoperation, welche sich aber im Laufe des Eingriffs als regelrecht knifflig herausstellte. Chefarzt Dr Uhlig operierte nicht nur fachkundig sondern auch sehr ambitioniert. Auf meine Wünsche nach Möglichkeit auf einen Bauchschnitt zu verzichten, nahm er Rücksicht obwohl dies den Eingriff für ihn nicht leichter machte. Ein dickes Lob und Dankeschön hierfür.**Die erste Nachbesprechung nach der OP ging im Rausch der Schmerzmittel unter, sodaß ein weiteres Gespräch vonnöten war. Diese erfolgte ohne das ich darum bitten musste. Die Erläuterungen waren allgemein verständlich und ausführlich. Schön wenn Mediziner sich Zeit nehmen (können).****Ein extra dickes Lob für das gesamte Pflegepersonal der Abteilung. Ich fühlte mich rundherum gepflegt und fachlich kompetent umsorgt. Bei Bedarf war immer eine Fachkraft zur Stelle. Nicht nur die fachliche Betreuung sondern auch die menschliche Nähe und Fürsorge trugen wesentlich zu meinem Genesungsprozess bei.**Medizinisch indiziert würde ich mich hier jederzeit wieder operieren lassen.",5,vor 7 Monaten,3
Helios Kliniken Mittelweser,"Hieß früher nicht umsonst Bollmanns Bastelstube, Hobbythek oder Knochenmühle",1,vor 4 Monaten,5
Helios Kliniken Mittelweser,Mega unfreundlich am Telefon,1,vor 2 Monaten,3
Helios Kliniken Mittelweser,"Es gibt sehr gute Ärzte aber leider auch viele, die nicht auf den Patienten hören und technikhörig sind. Man bekommt den Eindruck Versuchskaninchen für gescheiterte Medizinstudenten zu sein!!!",2,vor 8 Monaten,2
Helios Kliniken Mittelweser,Keine ist erreichbar.keine geht an Telefon. Auch wenn du jemanden am Telefon hast Unfreundlichkeit ist auf erste Platz. Du wirst angemacht weil du über deine Liebste  nachfragen möchtest.,1,vor 9 Monaten,1
Helios Kliniken Mittelweser,Muss man 15 Stunden warten und trotzdem ist Notfall die sind Katastrophe und die sagen das alles immer wie haben nur ein Arzt heute nie wieder mehr Krankenhaus nienburg,1,vor 5 Monaten,2
Helios Kliniken Mittelweser,Ich musste leider 1stern geben damit ich hier eine Bewertung geben konnte. Sehr sehr schlecht das ist eine Metzgerei! Nur schlechte Erfahrung. Ich fahre immer 1stunde nach Hannover mit starken schmerzen haubtsache ich muss nicht nach Nienburger kranken Haus.,1,vor 8 Monaten,6
Helios Kliniken Mittelweser,"Unfreundliches Personal und keine positive Erfahrung! Das Krankenhaus werde ich von nun an gar nicht mehr besuchen, da ich bisher seit 5 Jahren IMMER enttäuscht wurde, eigentlich sehr schade....",1,vor 10 Monaten,1
Helios Kliniken Mittelweser,Ich habe schon vor jahren in der Chirurgischen Ambulanz und der Neurologie gute Erfahrungen bis sehr gute gemacht. Aber diesmal schlagen sie alles bisher da gewesene. Auf Station 7 weil ich leider eine Knieteilprothese benötige bin ich seit 5 Tagen bestens aufgehoben. Nicht nur das die OP offenbar von Dr. Stalp hervorragend durchgeführt wurde unter erschwerten bedingunen (auf erschwert ;-) gehe ich nicht näher darauf ein ) sondern auch auch die Vorbereitungen von der Vorverantstaltung bis OP.Vorbereitungen waren hervoragend. Ich befürchte zwar das leider nicht wie gewünscht das gleiche Narkosemittel genutzt wurde. Mir gings nach der OP sowas von schlecht. Wurde dieser Fehler mit allem anderen mehr als Wettgemacht. Und obwohl ich leider einiges an Schmerzmittel nicht gut vertrug wurde hier schnell und gut geholfen. Schon 3 Tage nach der Op konnte ich mich wieder so gut bewegen das ich am liebsten die UAGś weg gelassen hätte und bewegungen machen die ich nicht für Möglich gehalten habe. Nicht nur das Personal auf der Station war mehr als Freundlich und Hilfsbereit sondern auch äußerst kompetent und nett sowie zuvorkommend . Sogar kleine Extrawünsche waren gar kein Problem. Die Damen von der Physio war einfach nur Klasse und obwohl sie naturbedingt einen etwas Quälen müssen machten sie das auf so charmante und freundliche Weise und mit viel Humor das ich diese Zeit nicht missen möchte und hoffe bei der Reha ähnlich gutes zu Erfahren :-) Selbst das Essen war schmackhaft. Das Zimmer war Sauber und auch der Reinigungstrupp und das häufige Bettwäsche wechseln war sehr gut.,5,vor 8 Monaten,7
Helios Kliniken Mittelweser,"Ganz schlimm dort. Wenn man den Aufgenommen wird. Meine Tochter bekam schlecht Luft, hatte im KH angerufen und man sagte mir am Telefon das meine Tochter nicht aufgenommen wird weil ja keine Kinderstation da ist, wenn wir kommen wird sie abgewiesen und das Nachts.**Als ich mir mal eine Gehirnerschütterung zuzog musste ich 3 Stunden im Flur warten bis mal jemand kam um nach mir zu schauen.",1,vor 11 Monaten,2
Helios Kliniken Mittelweser,"Die Klinik sollte geschlossen werden, unmöglich wie Menschen dort behandelt werden.",1,vor 8 Monaten,2
Helios Kliniken Mittelweser,"Die Notaufnahme einfach nur schlimm. Die Pfleger und Schwestern sind sehr nett. Aber organisatorisch schrecklich. Ewige Wartezeiten, nichts passiert, keiner kann einem Auskünfte geben etc. Dafür das man den Arzt kaum versteht und am Ende komischerweise immer nie was bei der Untersuchung rauskommt. Auch Kinder warten ewig.",1,vor einem Jahr,1
Helios Kliniken Mittelweser,"Super Erfahrung, war gestern mit einer allergischen Reaktion da, wurde sofort durchgewunken in die ZNA und habe trotz maximaler Überfüllung sofort Medikamente bekommen. Sehr nettes Personal und das trotz dem ganzen Stress der dort herrscht. Also das habe ich schon lange nicht gesehen, dass ein Krankenhaus so stark überlaufen ist an Menschen.... dafür auf jeden Fall Respekt, dass alles trotzdem funktioniert und man so gut selektieren kann nach Wichtigkeit.",5,vor einem Jahr,6
